"libelleNomsArtistes","numero","titre","dateProduction","categorie","materiaux","dimensions","lieuProduction","emplacementOeuvresDansLaVille","provenance","collection","departement","dateAcquisition","oeuvrePrincipale","oeuvrePrincipaleId","elements","elementsId","nomsArtistesTries","artistes","artistesId","evenements","evenementsId","publications","publicationsId","images","id"
"Paul-Émile Borduas","D 73 104 P 1","Sans titre (no 54)","vers 1959","Peinture","Huile sur toile","100,2 x 81 cm","Paris, France","","Don des Musées nationaux du Canada","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1973","","","","","Borduas, Paul-Émile","Paul-Émile Borduas","borduas-paul-emile","Paul-Émile Borduas : Les frontières de nos rêves ne sont plus les mêmes, 2010-04-24 → 2010-10-03 [Exposition – collection] | Borduas et l’épopée automatiste, 1998-05-09 → 1998-11-29 [Exposition – collection] | Les vingt ans du Musée à travers sa collection, 1985-01-27 → 1985-04-21 [Exposition – collection] | Paul-Émile Borduas, diffusion de l’œuvre, 1982-01-14 → 1982-02-21 [Exposition – collection] | Paul-Émile Borduas, période parisienne, 1979-06-14 → 1979-11-24 [Exposition – collection] | Paul-Émile Borduas : œuvres de la période new-yorkaise et parisienne, 1979-01-18 → 1979-03-11 [Exposition – collection] | La Collection Borduas, 1975-09-07 → 1975-10-05 [Exposition – collection] | Borduas (New York - Paris), 1973-10-04 → 1973-11-25 [Exposition – temporaire]","paul-emile-borduas-emles-frontieres | borduas-et-l-epopee-automatiste | les-vingt-ans-du-musee-a-travers-sa-collection | paul-emile-borduas-diffusion-de-l-oeuvre | paul-emile-borduas-periode-parisienne | paul-emile-borduas-oeuvres-de-la-periode | la-collection-borduas | borduas-new-york-paris","Paul-Émile Borduas, 1998 [Catalogue] | Les Vingt ans du Musée à travers sa collection, 1985 [Catalogue] | La collection Borduas du Musée d’art contemporain, 1979 [Catalogue]","paul-emile-borduas-3 | les-vingt-ans-du-musee-a-travers-sa-collection | la-collection-borduas-du-musee-d-art-contemporain","https://macrepertoire.macm.org/kit/d-73-104-p-1/","sans-titre-no-54"
"Paul-Émile Borduas","D 73 98 P 1","Sans titre (no 57)","vers 1959","Peinture","Huile sur toile","61,3 x 50,4 cm","Paris, France","","Don des Musées nationaux du Canada","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1973","","","","","Borduas, Paul-Émile","Paul-Émile Borduas","borduas-paul-emile","Borduas et l’épopée automatiste, 1998-05-09 → 1998-11-29 [Exposition – collection] | La Collection Borduas du Musée d’art contemporain : œuvres picturales 1943-1960, 1984-08-30 → 1984-09-30 [Exposition – collection] | Paul-Émile Borduas, diffusion de l’œuvre, 1982-01-14 → 1982-02-21 [Exposition – collection] | Paul-Émile Borduas, période parisienne, 1979-06-14 → 1979-11-24 [Exposition – collection] | Paul-Émile Borduas : œuvres de la période new-yorkaise et parisienne, 1979-01-18 → 1979-03-11 [Exposition – collection] | La Collection Borduas, 1975-09-07 → 1975-10-05 [Exposition – collection] | Borduas (New York - Paris), 1973-10-04 → 1973-11-25 [Exposition – temporaire]","borduas-et-l-epopee-automatiste | la-collection-borduas-du-musee-d-art-contemporain-oeuvres | paul-emile-borduas-diffusion-de-l-oeuvre | paul-emile-borduas-periode-parisienne | paul-emile-borduas-oeuvres-de-la-periode | la-collection-borduas | borduas-new-york-paris","La collection Borduas du Musée d’art contemporain, 1979 [Catalogue]","la-collection-borduas-du-musee-d-art-contemporain","https://macrepertoire.macm.org/kit/d-73-98-p-1/","sans-titre-no-57"
"Paul-Émile Borduas","D 73 106 P 1","Sans titre (no 58)","vers 1959","Peinture","Huile sur toile","60,7 x 50,1 cm","Paris, France","","Don des Musées nationaux du Canada","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1973","","","","","Borduas, Paul-Émile","Paul-Émile Borduas","borduas-paul-emile","Paul-Émile Borduas : Les frontières de nos rêves ne sont plus les mêmes, 2010-04-24 → 2010-10-03 [Exposition – collection] | Borduas et l’épopée automatiste, 1998-05-09 → 1998-11-29 [Exposition – collection] | La Collection Borduas du Musée d’art contemporain : œuvres picturales 1943-1960, 1984-08-30 → 1984-09-30 [Exposition – collection] | Paul-Émile Borduas, diffusion de l’œuvre, 1982-01-14 → 1982-02-21 [Exposition – collection] | La Collection permanente du Musée, 1980-06-19 → 1980-08-03 [Exposition – collection] | Paul-Émile Borduas, période parisienne, 1979-06-14 → 1979-11-24 [Exposition – collection] | Paul-Émile Borduas : œuvres de la période new-yorkaise et parisienne, 1979-01-18 → 1979-03-11 [Exposition – collection] | La Collection Borduas, 1975-09-07 → 1975-10-05 [Exposition – collection] | Borduas (New York - Paris), 1973-10-04 → 1973-11-25 [Exposition – temporaire]","paul-emile-borduas-emles-frontieres | borduas-et-l-epopee-automatiste | la-collection-borduas-du-musee-d-art-contemporain-oeuvres | paul-emile-borduas-diffusion-de-l-oeuvre | la-collection-permanente-du-musee | paul-emile-borduas-periode-parisienne | paul-emile-borduas-oeuvres-de-la-periode | la-collection-borduas | borduas-new-york-paris","Ateliers, 1979 [Journal] | La collection Borduas du Musée d’art contemporain, 1979 [Catalogue]","ateliers_1979-2 | la-collection-borduas-du-musee-d-art-contemporain","https://macrepertoire.macm.org/kit/d-73-106-p-1/","sans-titre-no-58"
"Paul-Émile Borduas","A 69 12 P 1","Sans titre (no 6)","vers 1959","Peinture","Huile sur toile","73,2 x 60,2 cm","Paris, France","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1969","","","","","Borduas, Paul-Émile","Paul-Émile Borduas","borduas-paul-emile","Borduas et l’épopée automatiste, 1998-05-09 → 1998-11-29 [Exposition – collection] | La Collection Borduas du Musée d’art contemporain : œuvres picturales 1943-1960, 1984-08-30 → 1984-09-30 [Exposition – collection] | Les petits formats de la collection, 1974-08-09 → 1974-09-01 [Exposition – collection]","borduas-et-l-epopee-automatiste | la-collection-borduas-du-musee-d-art-contemporain-oeuvres | les-petits-formats-de-la-collection","Paul-Émile Borduas, 1998 [Catalogue] | La collection Borduas du Musée d’art contemporain, 1979 [Catalogue]","paul-emile-borduas-3 | la-collection-borduas-du-musee-d-art-contemporain","https://macrepertoire.macm.org/kit/a-69-12-p-1/","sans-titre-no-6"
"Paul-Émile Borduas","D 73 107 P 1","Sans titre (no 65)","vers 1959","Peinture","Huile sur toile","73 x 60 cm","Paris, France","","Don des Musées nationaux du Canada","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1973","","","","","Borduas, Paul-Émile","Paul-Émile Borduas","borduas-paul-emile","Place à la Magie! Les années 40, 50 et 60 au Québec [volet II], 2006-03-03 → 2008-03-24 [Exposition – collection] | Place à la Magie! Les années 40, 50 et 60 au Québec [volet I], 2002-05-24 → 2006-04-19 [Exposition – collection] | Borduas et l’épopée automatiste, 1998-05-09 → 1998-11-29 [Exposition – collection] | La Collection Borduas du Musée d’art contemporain : œuvres picturales 1943-1960, 1984-08-30 → 1984-09-30 [Exposition – collection] | Paul-Émile Borduas, diffusion de l’œuvre, 1982-01-14 → 1982-02-21 [Exposition – collection] | Dix ans de propositions géométriques : le Québec, 1955-1965, 1980-12-18 → 1981-02-01 [Exposition – collection (itinérante)] | Paul-Émile Borduas, période parisienne, 1979-06-14 → 1979-11-24 [Exposition – collection] | Paul-Émile Borduas : œuvres de la période new-yorkaise et parisienne, 1979-01-18 → 1979-03-11 [Exposition – collection] | La Collection Borduas, 1975-09-07 → 1975-10-05 [Exposition – collection] | Borduas (New York - Paris), 1973-10-04 → 1973-11-25 [Exposition – temporaire]","place-a-la-magie-les-annees-40-50-et-60-au-quebec-volet-2006-03-03 | place-a-la-magie-les-annees-40-50-et-60-au-quebec-volet | borduas-et-l-epopee-automatiste | la-collection-borduas-du-musee-d-art-contemporain-oeuvres | paul-emile-borduas-diffusion-de-l-oeuvre | dix-ans-de-propositions-geometriques-le-quebec-1955-1965 | paul-emile-borduas-periode-parisienne | paul-emile-borduas-oeuvres-de-la-periode | la-collection-borduas | borduas-new-york-paris","Paul-Émile Borduas, 1998 [Catalogue] | La collection Borduas du Musée d’art contemporain, 1979 [Catalogue] | Dix ans de propositions géométriques, le Québec, 1955-1965, 1979 [Catalogue]","paul-emile-borduas-3 | la-collection-borduas-du-musee-d-art-contemporain | dix-ans-de-propositions-geometriques-le-quebec-1955-1965","https://macrepertoire.macm.org/kit/d-73-107-p-1/","sans-titre-no-65"
"Paul-Émile Borduas","D 73 108 P 1","Sans titre (no 66)","vers 1959","Peinture","Huile sur toile","60,5 x 73,3 cm","Paris, France","","Don des Musées nationaux du Canada","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1973","","","","","Borduas, Paul-Émile","Paul-Émile Borduas","borduas-paul-emile","Œuvres phares et acquisitions récentes : La Collection depuis John Lyman, 1998-12-16 → 1999-05-27 [Exposition – collection] | Borduas et l’épopée automatiste, 1998-05-09 → 1998-11-29 [Exposition – collection] | La Collection Borduas du Musée d’art contemporain : œuvres picturales 1943-1960, 1984-08-30 → 1984-09-30 [Exposition – collection] | Paul-Émile Borduas : New York–Paris, 1979-10-17 → 1980-03-10 [Exposition – collection] | Paul-Émile Borduas, période parisienne, 1979-06-14 → 1979-11-24 [Exposition – collection] | Paul-Émile Borduas : œuvres de la période new-yorkaise et parisienne, 1979-01-18 → 1979-03-11 [Exposition – collection] | La Collection Borduas, 1975-09-07 → 1975-10-05 [Exposition – collection] | Borduas (New York - Paris), 1973-10-04 → 1973-11-25 [Exposition – temporaire]","oeuvres-phares-et-acquisitions-recentes-la-collection | borduas-et-l-epopee-automatiste | la-collection-borduas-du-musee-d-art-contemporain-oeuvres | paul-emile-borduas-new-yorkparis | paul-emile-borduas-periode-parisienne | paul-emile-borduas-oeuvres-de-la-periode | la-collection-borduas | borduas-new-york-paris","Paul-Émile Borduas, 1998 [Catalogue] | La collection Borduas du Musée d’art contemporain, 1979 [Catalogue]","paul-emile-borduas-3 | la-collection-borduas-du-musee-d-art-contemporain","https://macrepertoire.macm.org/kit/d-73-108-p-1/","sans-titre-no-66"
"Paul-Émile Borduas","D 73 101 P 1","Sans titre (no 67)","vers 1959","Peinture","Huile sur toile","116 x 89,3 cm","Paris, France","","Don des Musées nationaux du Canada","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1973","","","","","Borduas, Paul-Émile","Paul-Émile Borduas","borduas-paul-emile","Paul-Émile Borduas : Les frontières de nos rêves ne sont plus les mêmes, 2010-04-24 → 2010-10-03 [Exposition – collection] | Borduas et l’épopée automatiste, 1998-05-09 → 1998-11-29 [Exposition – collection] | La Collection Borduas du Musée d’art contemporain : œuvres picturales 1943-1960, 1984-08-30 → 1984-09-30 [Exposition – collection] | Paul-Émile Borduas, diffusion de l’œuvre, 1982-01-14 → 1982-02-21 [Exposition – collection] | Paul-Émile Borduas : New York–Paris, 1979-10-17 → 1980-03-10 [Exposition – collection] | La Collection Borduas, 1975-09-07 → 1975-10-05 [Exposition – collection] | Borduas (New York - Paris), 1973-10-04 → 1973-11-25 [Exposition – temporaire]","paul-emile-borduas-emles-frontieres | borduas-et-l-epopee-automatiste | la-collection-borduas-du-musee-d-art-contemporain-oeuvres | paul-emile-borduas-diffusion-de-l-oeuvre | paul-emile-borduas-new-yorkparis | la-collection-borduas | borduas-new-york-paris","La collection Borduas du Musée d’art contemporain, 1979 [Catalogue]","la-collection-borduas-du-musee-d-art-contemporain","https://macrepertoire.macm.org/kit/d-73-101-p-1/","sans-titre-no-67"
"Paul-Émile Borduas","D 73 99 P 1","Sans titre (no 93)","vers 1959","Peinture","Huile sur toile","100 x 80,7 cm","Paris, France","","Don des Musées nationaux du Canada","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1973","","","","","Borduas, Paul-Émile","Paul-Émile Borduas","borduas-paul-emile","Borduas et l’épopée automatiste, 1998-05-09 → 1998-11-29 [Exposition – collection] | Paul-Émile Borduas, diffusion de l’œuvre, 1982-01-14 → 1982-02-21 [Exposition – collection] | Paul-Émile Borduas : New York–Paris, 1979-10-17 → 1980-03-10 [Exposition – collection] | Paul-Émile Borduas, période parisienne, 1979-06-14 → 1979-11-24 [Exposition – collection] | Paul-Émile Borduas : œuvres de la période new-yorkaise et parisienne, 1979-01-18 → 1979-03-11 [Exposition – collection] | La Collection Borduas, 1975-09-07 → 1975-10-05 [Exposition – collection] | Borduas (New York - Paris), 1973-10-04 → 1973-11-25 [Exposition – temporaire]","borduas-et-l-epopee-automatiste | paul-emile-borduas-diffusion-de-l-oeuvre | paul-emile-borduas-new-yorkparis | paul-emile-borduas-periode-parisienne | paul-emile-borduas-oeuvres-de-la-periode | la-collection-borduas | borduas-new-york-paris","Paul-Émile Borduas, 1998 [Catalogue] | La collection Borduas du Musée d’art contemporain, 1979 [Catalogue]","paul-emile-borduas-3 | la-collection-borduas-du-musee-d-art-contemporain","https://macrepertoire.macm.org/kit/d-73-99-p-1/","sans-titre-no-93"
"Paul-Émile Borduas","A 92 269 P 1","Verticalité lyrique","vers 1959","Peinture","Huile sur toile","116 x 89 cm","Paris, France","","Achat","Collection Lavalin du Musée d’art contemporain de Montréal","Art contemporain québécois","1992","","","","","Borduas, Paul-Émile","Paul-Émile Borduas","borduas-paul-emile","Œuvres phares et acquisitions récentes : La Collection depuis John Lyman, 1998-12-16 → 1999-05-27 [Exposition – collection] | Borduas et l’épopée automatiste, 1998-05-09 → 1998-11-29 [Exposition – collection]","oeuvres-phares-et-acquisitions-recentes-la-collection | borduas-et-l-epopee-automatiste","","","https://macrepertoire.macm.org/kit/a-92-269-p-1/","verticalite-lyrique"
"Paul-Émile Borduas","D 73 85 P 1","Sans titre (no 1)","vers 1958","Peinture","Huile sur toile","73,1 x 91,9 cm","Paris, France","","Don des Musées nationaux du Canada","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1973","","","","","Borduas, Paul-Émile","Paul-Émile Borduas","borduas-paul-emile","Borduas et l’épopée automatiste, 1998-05-09 → 1998-11-29 [Exposition – collection] | La Collection Borduas, 1975-09-07 → 1975-10-05 [Exposition – collection] | Borduas (New York - Paris), 1973-10-04 → 1973-11-25 [Exposition – temporaire]","borduas-et-l-epopee-automatiste | la-collection-borduas | borduas-new-york-paris","Paul-Émile Borduas, 1998 [Catalogue] | La collection Borduas du Musée d’art contemporain, 1979 [Catalogue]","paul-emile-borduas-3 | la-collection-borduas-du-musee-d-art-contemporain","https://macrepertoire.macm.org/kit/d-73-85-p-1/","sans-titre-no-1-73-85"
"Paul-Émile Borduas","D 73 87 P 1","Sans titre (no 23)","vers 1958","Peinture","Huile sur toile","115,7 x 80,6 cm","Paris, France","","Don des Musées nationaux du Canada","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1973","","","","","Borduas, Paul-Émile","Paul-Émile Borduas","borduas-paul-emile","Borduas et l’épopée automatiste, 1998-05-09 → 1998-11-29 [Exposition – collection] | Paul-Émile Borduas : New York–Paris, 1979-10-17 → 1980-03-10 [Exposition – collection] | La Collection Borduas, 1975-09-07 → 1975-10-05 [Exposition – collection] | Borduas (New York - Paris), 1973-10-04 → 1973-11-25 [Exposition – temporaire]","borduas-et-l-epopee-automatiste | paul-emile-borduas-new-yorkparis | la-collection-borduas | borduas-new-york-paris","La collection Borduas du Musée d’art contemporain, 1979 [Catalogue]","la-collection-borduas-du-musee-d-art-contemporain","https://macrepertoire.macm.org/kit/d-73-87-p-1/","sans-titre-no-23"
